date,departure_time,weekday,month,origin,destination,travel_time_mins,delay_mins,congestion_level,is_raining,recommended_departure
2021-03-08,10:30,0,3,Andheri,BKC,50,33,Very High,No,09:30
2020-04-01,15:45,2,4,Bandra,Worli,46,9,Medium,No,15:45
2020-07-22,00:30,2,7,Andheri,BKC,32,6,Low,Yes,00:30
2022-06-28,07:15,1,6,Vasai,Virar,25,5,Low,No,07:15
2022-04-28,18:15,3,4,Dadar,Nariman Point,57,31,Very High,No,17:15
2021-12-23,02:30,3,12,Kandivali,Goregaon,29,2,Low,No,02:30
2020-11-06,00:30,4,11,Vasai,Virar,26,3,Low,No,00:30
2021-09-14,01:15,1,9,Powai,Andheri,16,2,Low,No,01:15
2021-06-09,12:30,2,6,Powai,Andheri,48,15,Low,Yes,12:30
2021-07-11,00:15,6,7,Navi Mumbai,CST,29,3,Low,Yes,00:15
2021-04-16,04:15,4,4,Borivali,Churchgate,37,7,Low,Yes,04:15
2021-04-17,15:30,5,4,Andheri,BKC,37,11,Medium,No,15:30
2021-06-20,01:45,6,6,Dadar,Nariman Point,18,0,Low,No,01:45
2021-06-06,08:15,6,6,Vasai,Virar,62,19,High,No,07:15
2022-03-13,21:15,6,3,Andheri,BKC,38,9,Medium,No,21:15
2021-11-24,19:45,2,11,Borivali,Churchgate,64,42,Very High,No,18:45
2020-08-07,13:45,4,8,Bandra,Worli,36,10,Medium,No,13:45
2022-03-20,19:30,6,3,Andheri,BKC,57,19,High,No,18:30
2022-07-11,10:45,0,7,Dadar,Nariman Point,78,36,High,No,09:45
2020-03-11,20:15,2,3,Kandivali,Goregaon,58,28,High,No,19:15
2021-04-21,05:45,2,4,Bandra,Worli,41,12,Low,No,05:45
2022-04-27,13:00,2,4,Andheri,BKC,30,11,Medium,No,13:00
2021-09-14,15:00,1,9,Kandivali,Goregaon,59,28,Medium,Yes,15:00
2022-04-23,22:30,5,4,Dadar,Nariman Point,22,9,Low,No,22:30
2022-04-30,21:30,5,4,Thane,Kurla,28,11,Medium,No,21:30
2021-10-15,18:30,4,10,Vasai,Virar,76,26,High,No,17:30
2022-02-16,18:45,2,2,Vasai,Virar,58,46,High,No,17:45
2021-09-09,20:00,3,9,Navi Mumbai,CST,114,73,Very High,Yes,19:00
2020-04-25,18:45,5,4,Powai,Andheri,56,16,High,No,17:45
2022-07-21,07:30,3,7,Powai,Andheri,33,12,Medium,No,07:30
2022-05-18,08:45,2,5,Malad,Lower Parel,54,35,High,No,07:45
2021-04-14,22:45,2,4,Kandivali,Goregaon,37,14,Medium,No,22:45
2022-02-05,05:45,5,2,Malad,Lower Parel,30,11,Low,No,05:45
2020-01-03,02:00,4,1,Borivali,Churchgate,22,2,Low,No,02:00
2021-09-03,08:30,4,9,Andheri,BKC,61,31,High,Yes,07:30
2022-06-10,01:30,4,6,Andheri,BKC,17,4,Low,No,01:30
2021-04-22,12:00,3,4,Dadar,Nariman Point,38,11,Medium,No,12:00
2022-01-31,09:45,0,1,Thane,Kurla,77,39,High,No,08:45
2020-06-27,04:45,5,6,Thane,Kurla,14,0,Low,No,04:45
2020-04-24,01:45,4,4,Vasai,Virar,33,0,Low,Yes,01:45
2021-11-12,05:00,4,11,Vasai,Virar,27,20,Medium,No,05:00
2022-03-07,19:30,0,3,Malad,Lower Parel,66,47,High,No,18:30
2021-03-17,00:45,2,3,Thane,Kurla,22,2,Low,No,00:45
2022-09-06,00:45,1,9,Powai,Andheri,33,4,Low,Yes,00:45
2022-06-27,02:30,0,6,Bandra,Worli,22,4,Low,No,02:30
2021-01-16,03:15,5,1,Vasai,Virar,16,0,Low,No,03:15
2022-05-05,21:30,3,5,Vasai,Virar,44,13,Low,No,21:30
2020-02-08,05:45,5,2,Borivali,Churchgate,30,9,Medium,No,05:45
2021-12-27,03:15,0,12,Andheri,BKC,27,2,Low,No,03:15
2020-09-13,08:30,6,9,Navi Mumbai,CST,49,12,Low,No,08:30
2020-01-09,18:45,3,1,Malad,Lower Parel,63,29,Very High,No,17:45
2021-09-06,04:15,0,9,Andheri,BKC,25,4,Low,No,04:15
2020-08-22,21:30,5,8,Powai,Andheri,37,10,Medium,Yes,21:30
2021-08-07,13:15,5,8,Dadar,Nariman Point,32,5,Low,No,13:15
2020-01-02,22:15,3,1,Malad,Lower Parel,30,9,Medium,No,22:15
2022-06-19,09:30,6,6,Malad,Lower Parel,60,19,High,No,08:30
2021-02-15,20:15,0,2,Dadar,Nariman Point,78,34,High,No,19:15
2021-05-20,02:30,3,5,Navi Mumbai,CST,19,5,Low,No,02:30
2020-10-29,11:45,3,10,Malad,Lower Parel,37,16,Medium,No,11:45
2020-08-20,22:00,3,8,Malad,Lower Parel,29,17,Medium,No,22:00
2020-09-28,02:15,0,9,Kandivali,Goregaon,27,4,Low,No,02:15
2021-10-08,02:45,4,10,Thane,Kurla,18,5,Low,No,02:45
2020-01-17,02:45,4,1,Borivali,Churchgate,24,2,Low,No,02:45
2020-02-21,17:30,4,2,Bandra,Worli,71,52,Very High,Yes,16:30
2021-02-20,04:45,5,2,Bandra,Worli,19,0,Low,No,04:45
2020-12-11,20:00,4,12,Bandra,Worli,99,27,High,No,19:00
2022-03-11,09:45,4,3,Bandra,Worli,89,20,High,No,08:45
2022-06-01,11:00,2,6,Powai,Andheri,32,10,Medium,No,11:00
2022-04-14,14:45,3,4,Malad,Lower Parel,32,10,Medium,No,14:45
2020-12-17,09:30,3,12,Dadar,Nariman Point,88,61,Very High,Yes,08:30
2020-01-18,20:15,5,1,Thane,Kurla,56,22,High,No,19:15
2021-11-07,04:45,6,11,Borivali,Churchgate,15,0,Low,No,04:45
2022-01-10,02:30,0,1,Powai,Andheri,24,1,Low,No,02:30
2022-03-14,19:15,0,3,Andheri,BKC,51,27,Very High,No,18:15
2020-05-25,12:30,0,5,Malad,Lower Parel,30,10,Medium,No,12:30
2022-05-03,14:15,1,5,Navi Mumbai,CST,24,17,Medium,No,14:15
2021-10-25,19:15,0,10,Borivali,Churchgate,93,26,Very High,No,18:15
2021-09-09,04:00,3,9,Dadar,Nariman Point,23,1,Low,No,04:00
2022-05-16,10:30,0,5,Kandivali,Goregaon,59,28,Very High,No,09:30
2020-09-17,11:00,3,9,Thane,Kurla,23,19,Low,No,11:00
2021-01-06,13:30,2,1,Borivali,Churchgate,34,11,Medium,No,13:30
2020-11-22,00:45,6,11,Navi Mumbai,CST,12,0,Low,No,00:45
2022-03-19,22:00,5,3,Borivali,Churchgate,19,9,Medium,No,22:00
2021-05-12,13:45,2,5,Bandra,Worli,39,10,Medium,No,13:45
2020-09-29,12:15,1,9,Kandivali,Goregaon,32,15,Low,No,12:15
2020-02-03,12:45,0,2,Borivali,Churchgate,23,17,Medium,No,12:45
2022-06-17,10:00,4,6,Powai,Andheri,64,42,High,No,09:00
2022-02-15,03:45,1,2,Borivali,Churchgate,27,0,Low,Yes,03:45
2020-08-08,03:15,5,8,Thane,Kurla,17,2,Low,No,03:15
2022-05-04,01:45,2,5,Bandra,Worli,25,1,Low,No,01:45
2022-03-26,22:15,5,3,Malad,Lower Parel,26,6,Low,No,22:15
2020-03-20,20:45,4,3,Kandivali,Goregaon,98,41,High,No,19:45
2021-11-19,08:00,4,11,Malad,Lower Parel,88,39,High,No,07:00
2021-03-14,14:00,6,3,Kandivali,Goregaon,39,9,Medium,No,14:00
2022-01-20,11:00,3,1,Thane,Kurla,30,7,Medium,No,11:00
2020-12-20,14:30,6,12,Vasai,Virar,32,12,Medium,No,14:30
2020-10-12,22:45,0,10,Dadar,Nariman Point,20,19,Low,No,22:45
2021-03-18,03:30,3,3,Thane,Kurla,24,5,Low,No,03:30
2021-08-05,20:00,3,8,Vasai,Virar,99,49,Very High,No,19:00
2020-05-28,09:30,3,5,Malad,Lower Parel,74,21,Very High,No,08:30
2021-12-28,22:00,1,12,Kandivali,Goregaon,41,6,Low,No,22:00
2020-04-25,12:30,5,4,Bandra,Worli,18,9,Medium,No,12:30
2020-11-18,10:00,2,11,Kandivali,Goregaon,49,29,High,No,09:00
2021-11-18,05:30,3,11,Kandivali,Goregaon,27,14,Medium,No,05:30
2021-04-20,19:00,1,4,Borivali,Churchgate,97,40,Very High,No,18:00
2022-05-04,21:00,2,5,Powai,Andheri,41,9,Low,No,21:00
2020-10-26,21:15,0,10,Vasai,Virar,45,10,Medium,No,21:15
2020-12-04,12:15,4,12,Kandivali,Goregaon,49,17,Medium,No,12:15
2022-01-21,12:00,4,1,Andheri,BKC,35,7,Low,No,12:00
2021-12-21,23:00,1,12,Thane,Kurla,28,13,Low,No,23:00
2021-06-14,07:30,0,6,Bandra,Worli,29,19,Medium,Yes,07:30
2022-04-18,23:15,0,4,Powai,Andheri,55,25,Low,Yes,23:15
2020-01-25,22:00,5,1,Thane,Kurla,28,12,Medium,No,22:00
2021-12-21,20:15,1,12,Navi Mumbai,CST,87,29,Very High,No,19:15
2022-07-21,00:30,3,7,Bandra,Worli,23,2,Low,No,00:30
2020-06-01,01:45,0,6,Powai,Andheri,35,1,Low,Yes,01:45
2022-07-02,09:45,5,7,Dadar,Nariman Point,47,16,Low,No,09:45
2020-01-31,11:15,4,1,Bandra,Worli,31,15,Medium,No,11:15
2022-07-25,09:45,0,7,Borivali,Churchgate,79,54,Very High,Yes,08:45
2022-02-21,03:00,0,2,Malad,Lower Parel,15,3,Low,No,03:00
2021-03-28,04:15,6,3,Thane,Kurla,15,0,Low,No,04:15
2020-07-21,01:00,1,7,Powai,Andheri,29,4,Low,No,01:00
2022-06-17,08:15,4,6,Malad,Lower Parel,76,57,Very High,Yes,07:15
2021-09-29,07:30,2,9,Borivali,Churchgate,36,18,Medium,No,07:30
2021-08-28,08:00,5,8,Malad,Lower Parel,56,22,Low,No,08:00
2022-09-16,00:15,4,9,Bandra,Worli,19,6,Low,Yes,00:15
2022-03-22,20:45,1,3,Navi Mumbai,CST,89,45,High,No,19:45
2022-02-27,15:45,6,2,Bandra,Worli,27,3,Low,No,15:45
2020-03-28,01:15,5,3,Powai,Andheri,22,1,Low,No,01:15
2020-06-04,10:45,3,6,Powai,Andheri,87,32,High,No,09:45
2021-05-22,16:45,5,5,Borivali,Churchgate,23,18,Low,Yes,16:45
2021-08-23,16:15,0,8,Bandra,Worli,35,19,Low,No,16:15
2021-01-27,17:30,2,1,Powai,Andheri,88,41,High,No,16:30
2020-12-01,02:45,1,12,Kandivali,Goregaon,24,0,Low,No,02:45
2021-12-16,22:00,3,12,Thane,Kurla,26,10,Medium,No,22:00
2021-09-28,02:15,1,9,Malad,Lower Parel,31,1,Low,Yes,02:15
2021-02-07,09:30,6,2,Malad,Lower Parel,72,13,High,No,08:30
2020-03-11,22:45,2,3,Thane,Kurla,20,16,Low,No,22:45
2020-02-12,21:00,2,2,Andheri,BKC,20,7,Low,No,21:00
2021-11-04,18:30,3,11,Navi Mumbai,CST,80,28,Very High,No,17:30
2020-07-21,08:30,1,7,Bandra,Worli,101,60,High,Yes,07:30
2021-11-16,03:00,1,11,Vasai,Virar,22,3,Low,No,03:00
2021-06-06,09:00,6,6,Powai,Andheri,62,23,High,No,08:00
2020-05-28,20:15,3,5,Andheri,BKC,51,38,High,No,19:15
2021-01-23,18:45,5,1,Bandra,Worli,59,15,Low,No,18:45
2021-12-12,13:45,6,12,Powai,Andheri,18,12,Low,No,13:45
2021-05-05,16:30,2,5,Dadar,Nariman Point,32,12,Medium,No,16:30
2021-05-30,22:30,6,5,Vasai,Virar,50,9,Medium,Yes,22:30
2020-11-09,16:30,0,11,Thane,Kurla,36,5,Low,No,16:30
2022-06-13,08:00,0,6,Malad,Lower Parel,106,42,High,Yes,07:00
2022-05-29,08:30,6,5,Navi Mumbai,CST,57,12,High,No,07:30
2021-03-27,12:45,5,3,Andheri,BKC,29,6,Low,No,12:45
2021-03-17,05:00,2,3,Vasai,Virar,50,20,Medium,No,05:00
2021-12-07,15:45,1,12,Kandivali,Goregaon,25,11,Medium,No,15:45
2021-10-04,20:30,0,10,Navi Mumbai,CST,83,33,High,No,19:30
2021-03-14,14:00,6,3,Andheri,BKC,18,12,Medium,No,14:00
2021-05-31,16:15,0,5,Navi Mumbai,CST,36,13,Medium,No,16:15
2021-11-24,19:30,2,11,Kandivali,Goregaon,99,39,Very High,No,18:30
2022-06-08,03:15,2,6,Bandra,Worli,28,4,Low,Yes,03:15
2020-07-01,15:30,2,7,Borivali,Churchgate,42,19,Medium,Yes,15:30
2020-09-14,16:00,0,9,Andheri,BKC,26,9,Medium,No,16:00
2020-10-23,01:45,4,10,Navi Mumbai,CST,20,2,Low,No,01:45
2022-02-24,12:30,3,2,Bandra,Worli,29,17,Medium,No,12:30
2021-03-25,11:30,3,3,Dadar,Nariman Point,21,13,Medium,No,11:30
2021-11-16,17:15,1,11,Dadar,Nariman Point,50,38,High,No,16:15
2020-06-07,10:00,6,6,Powai,Andheri,69,18,High,No,09:00
2021-02-20,18:00,5,2,Kandivali,Goregaon,76,23,High,No,17:00
2021-04-16,05:30,4,4,Kandivali,Goregaon,47,9,Medium,No,05:30
2020-11-11,09:30,2,11,Powai,Andheri,54,32,High,No,08:30
2021-01-07,19:30,3,1,Borivali,Churchgate,100,48,Very High,No,18:30
2020-06-18,12:45,3,6,Malad,Lower Parel,47,10,Low,No,12:45
2021-12-08,12:00,2,12,Powai,Andheri,23,16,Medium,No,12:00
2022-08-13,21:45,5,8,Andheri,BKC,18,7,Medium,No,21:45
2021-07-01,06:00,3,7,Dadar,Nariman Point,47,12,Medium,No,06:00
2022-09-24,04:00,5,9,Navi Mumbai,CST,12,0,Low,No,04:00
2021-10-14,22:00,3,10,Navi Mumbai,CST,22,6,Medium,No,22:00
2022-04-16,06:45,5,4,Powai,Andheri,37,12,Medium,No,06:45
2022-07-15,08:00,4,7,Borivali,Churchgate,62,43,Very High,Yes,07:00
2020-05-07,05:00,3,5,Dadar,Nariman Point,34,7,Low,No,05:00
2022-01-17,11:15,0,1,Vasai,Virar,26,7,Medium,No,11:15
2022-02-23,06:30,2,2,Powai,Andheri,24,20,Medium,No,06:30
2020-09-15,00:00,1,9,Malad,Lower Parel,21,4,Low,No,00:00
2021-10-24,19:00,6,10,Borivali,Churchgate,97,36,Low,Yes,19:00
2020-06-29,14:15,0,6,Malad,Lower Parel,61,24,Low,Yes,14:15
2022-05-26,16:45,3,5,Thane,Kurla,26,6,Medium,No,16:45
2020-01-01,05:30,2,1,Navi Mumbai,CST,32,12,Medium,No,05:30
2020-09-10,04:15,3,9,Navi Mumbai,CST,29,0,Low,No,04:15
2020-09-04,01:00,4,9,Andheri,BKC,19,1,Low,No,01:00
2020-08-25,08:15,1,8,Borivali,Churchgate,104,39,Very High,Yes,07:15
2021-05-19,17:45,2,5,Bandra,Worli,77,47,Very High,No,16:45
2022-09-14,12:00,2,9,Bandra,Worli,43,13,Medium,No,12:00
2021-05-26,05:15,2,5,Andheri,BKC,31,19,Low,No,05:15
2020-01-08,04:15,2,1,Vasai,Virar,28,3,Low,No,04:15
2021-09-27,02:45,0,9,Andheri,BKC,26,5,Low,No,02:45
2022-05-16,15:15,0,5,Vasai,Virar,39,22,Medium,Yes,15:15
2020-06-04,14:45,3,6,Dadar,Nariman Point,36,20,Medium,No,14:45
2020-06-12,08:15,4,6,Malad,Lower Parel,114,40,High,Yes,07:15
2021-11-15,03:30,0,11,Bandra,Worli,27,3,Low,No,03:30
2022-06-20,12:45,0,6,Kandivali,Goregaon,46,16,Low,No,12:45
2020-10-01,18:45,3,10,Dadar,Nariman Point,91,34,High,No,17:45
2022-09-14,22:45,2,9,Navi Mumbai,CST,35,12,Medium,No,22:45
2021-11-11,05:45,3,11,Powai,Andheri,26,14,Medium,No,05:45
2022-03-11,01:30,4,3,Andheri,BKC,29,3,Low,No,01:30
2022-01-13,13:30,3,1,Navi Mumbai,CST,43,8,Medium,No,13:30
2021-11-25,16:15,3,11,Malad,Lower Parel,46,16,Low,No,16:15
2020-12-12,08:15,5,12,Kandivali,Goregaon,65,20,High,No,07:15
2022-01-28,09:00,4,1,Bandra,Worli,90,20,High,No,08:00
2020-05-04,18:30,0,5,Kandivali,Goregaon,51,46,Very High,No,17:30
2020-11-16,02:45,0,11,Navi Mumbai,CST,25,4,Low,No,02:45
2020-10-24,04:15,5,10,Borivali,Churchgate,18,2,Low,No,04:15
2022-02-23,21:30,2,2,Kandivali,Goregaon,37,12,Medium,No,21:30
2021-06-03,17:15,3,6,Vasai,Virar,120,49,High,Yes,16:15
2021-12-20,21:45,0,12,Andheri,BKC,48,9,Medium,No,21:45
2020-02-27,20:45,3,2,Vasai,Virar,73,41,Very High,No,19:45
2022-08-17,13:30,2,8,Malad,Lower Parel,37,15,Low,No,13:30
2020-01-25,08:30,5,1,Vasai,Virar,68,13,Low,No,08:30
2020-02-16,17:00,6,2,Navi Mumbai,CST,57,25,Low,No,17:00
2020-12-29,23:45,1,12,Dadar,Nariman Point,33,5,Medium,No,23:45
2022-08-10,02:15,2,8,Vasai,Virar,17,1,Low,No,02:15
2020-07-12,00:45,6,7,Vasai,Virar,22,0,Low,Yes,00:45
2020-01-22,23:15,2,1,Navi Mumbai,CST,34,8,Medium,No,23:15
2022-01-07,13:45,4,1,Vasai,Virar,46,11,Medium,No,13:45
2022-09-01,23:15,3,9,Vasai,Virar,23,7,Low,No,23:15
2021-10-17,21:45,6,10,Thane,Kurla,32,4,Low,No,21:45
2021-05-22,18:45,5,5,Malad,Lower Parel,44,27,Low,No,18:45
2022-01-15,12:30,5,1,Vasai,Virar,28,9,Medium,No,12:30
2021-10-18,12:00,0,10,Bandra,Worli,41,8,Medium,No,12:00
2020-01-04,19:15,5,1,Thane,Kurla,46,24,Low,No,19:15
2020-10-24,01:15,5,10,Powai,Andheri,13,0,Low,No,01:15
2020-06-27,15:15,5,6,Kandivali,Goregaon,44,12,Medium,Yes,15:15
2022-05-03,21:45,1,5,Thane,Kurla,38,13,Low,No,21:45
2020-04-19,23:15,6,4,Powai,Andheri,36,4,Medium,No,23:15
2022-07-28,10:15,3,7,Kandivali,Goregaon,60,22,Very High,No,09:15
2021-11-01,21:45,0,11,Thane,Kurla,30,19,Medium,No,21:45
2022-01-28,20:45,4,1,Dadar,Nariman Point,72,29,High,No,19:45
2022-01-20,06:00,3,1,Thane,Kurla,39,20,Medium,No,06:00
2020-01-16,21:00,3,1,Andheri,BKC,26,13,Medium,No,21:00
2020-01-10,10:45,4,1,Dadar,Nariman Point,50,44,High,No,09:45
2022-07-11,07:30,0,7,Bandra,Worli,48,15,Low,Yes,07:30
2020-10-03,01:15,5,10,Bandra,Worli,14,3,Low,No,01:15
2020-06-12,19:15,4,6,Navi Mumbai,CST,85,32,High,No,18:15
2021-07-11,09:00,6,7,Malad,Lower Parel,75,19,Low,Yes,09:00
2022-07-10,16:15,6,7,Dadar,Nariman Point,37,3,Medium,No,16:15
2022-06-03,20:30,4,6,Powai,Andheri,55,29,Very High,No,19:30
2021-12-12,08:30,6,12,Andheri,BKC,39,14,Low,No,08:30
2020-11-28,17:15,5,11,Thane,Kurla,58,18,High,No,16:15
2020-03-27,20:00,4,3,Dadar,Nariman Point,55,40,High,No,19:00
2021-05-28,17:00,4,5,Bandra,Worli,58,35,Very High,No,16:00
2020-07-20,15:00,0,7,Powai,Andheri,21,5,Medium,No,15:00
2020-01-07,05:00,1,1,Andheri,BKC,46,5,Medium,No,05:00
2021-06-10,07:45,3,6,Thane,Kurla,38,12,Low,No,07:45
2021-12-19,09:30,6,12,Kandivali,Goregaon,68,19,High,No,08:30
2022-01-04,21:15,1,1,Vasai,Virar,29,12,Medium,No,21:15
2020-02-27,22:00,3,2,Kandivali,Goregaon,38,9,Medium,No,22:00
2021-11-14,23:00,6,11,Navi Mumbai,CST,18,4,Low,No,23:00
2022-02-23,20:15,2,2,Thane,Kurla,97,35,Very High,No,19:15
2020-12-09,18:15,2,12,Borivali,Churchgate,65,37,Very High,No,17:15
2020-06-13,21:30,5,6,Malad,Lower Parel,34,8,Medium,No,21:30
2021-02-14,03:15,6,2,Malad,Lower Parel,20,1,Low,No,03:15
2022-07-23,03:45,5,7,Vasai,Virar,15,1,Low,Yes,03:45
2021-04-07,03:30,2,4,Thane,Kurla,24,4,Low,No,03:30
2022-08-22,09:15,0,8,Malad,Lower Parel,84,20,Very High,No,08:15
2022-02-23,00:30,2,2,Bandra,Worli,19,0,Low,No,00:30
2022-04-08,22:45,4,4,Thane,Kurla,49,5,Low,No,22:45
2020-08-26,20:30,2,8,Andheri,BKC,87,70,High,Yes,19:30
2022-08-05,14:00,4,8,Malad,Lower Parel,45,12,Medium,Yes,14:00
2021-01-06,03:45,2,1,Bandra,Worli,22,5,Low,No,03:45
2022-04-17,09:00,6,4,Borivali,Churchgate,69,20,Low,No,09:00
2021-06-03,06:15,3,6,Thane,Kurla,39,30,Low,Yes,06:15
2021-10-07,18:30,3,10,Powai,Andheri,53,33,High,No,17:30
2021-10-16,02:00,5,10,Navi Mumbai,CST,14,0,Low,No,02:00
2020-01-16,17:30,3,1,Navi Mumbai,CST,72,46,High,No,16:30
2020-05-18,14:30,0,5,Dadar,Nariman Point,35,5,Medium,No,14:30
2020-07-20,13:00,0,7,Bandra,Worli,42,21,Low,Yes,13:00
2022-03-27,15:45,6,3,Powai,Andheri,36,4,Medium,No,15:45
2022-06-13,14:15,0,6,Bandra,Worli,43,14,Medium,No,14:15
2020-12-22,12:15,1,12,Navi Mumbai,CST,50,6,Low,No,12:15
2022-01-07,02:15,4,1,Navi Mumbai,CST,20,0,Low,No,02:15
2020-08-06,20:15,3,8,Andheri,BKC,76,37,Very High,No,19:15
2020-06-30,03:30,1,6,Kandivali,Goregaon,24,5,Low,No,03:30
2020-03-25,06:15,2,3,Navi Mumbai,CST,42,15,Low,No,06:15
2021-08-09,08:15,0,8,Malad,Lower Parel,55,23,Very High,No,07:15
2020-08-20,22:45,3,8,Malad,Lower Parel,52,27,Low,Yes,22:45
2021-12-24,11:15,4,12,Dadar,Nariman Point,39,20,Medium,No,11:15
2020-11-17,17:00,1,11,Andheri,BKC,84,28,High,No,16:00
2021-04-06,09:30,1,4,Powai,Andheri,81,38,High,No,08:30
2021-01-27,14:00,2,1,Thane,Kurla,43,7,Medium,No,14:00
2020-01-02,00:30,3,1,Navi Mumbai,CST,30,5,Low,No,00:30
2022-09-22,08:30,3,9,Kandivali,Goregaon,69,37,Very High,No,07:30
2020-05-03,18:00,6,5,Malad,Lower Parel,79,29,High,No,17:00
2021-09-12,13:45,6,9,Dadar,Nariman Point,23,9,Low,No,13:45
2021-12-12,10:15,6,12,Malad,Lower Parel,54,26,Low,No,10:15
2020-06-06,06:00,5,6,Kandivali,Goregaon,34,9,Low,No,06:00
2021-10-26,22:15,1,10,Andheri,BKC,42,16,Low,No,22:15
2021-07-01,00:15,3,7,Vasai,Virar,24,4,Low,No,00:15
2020-01-04,06:00,5,1,Dadar,Nariman Point,19,4,Medium,No,06:00
2021-05-05,02:00,2,5,Dadar,Nariman Point,15,0,Low,No,02:00
2021-12-03,08:45,4,12,Malad,Lower Parel,57,35,Very High,No,07:45
2022-04-11,20:00,0,4,Kandivali,Goregaon,68,25,High,No,19:00
2021-12-14,14:00,1,12,Malad,Lower Parel,30,12,Low,No,14:00
2020-01-01,04:15,2,1,Kandivali,Goregaon,21,4,Low,No,04:15
2022-01-22,23:00,5,1,Bandra,Worli,36,10,Medium,No,23:00
2021-01-06,15:00,2,1,Bandra,Worli,26,16,Medium,No,15:00
2022-05-15,23:45,6,5,Andheri,BKC,35,5,Medium,No,23:45
2021-04-26,10:15,0,4,Borivali,Churchgate,72,44,Very High,No,09:15
2020-04-24,03:15,4,4,Dadar,Nariman Point,29,5,Low,No,03:15
2022-02-28,03:15,0,2,Malad,Lower Parel,16,1,Low,No,03:15
2020-09-20,10:15,6,9,Navi Mumbai,CST,78,31,Low,Yes,10:15
2020-05-08,03:45,4,5,Powai,Andheri,16,1,Low,No,03:45
2021-11-25,16:00,3,11,Borivali,Churchgate,33,15,Medium,No,16:00
2022-06-04,23:30,5,6,Vasai,Virar,20,3,Medium,No,23:30
2022-01-24,21:00,0,1,Bandra,Worli,63,21,Low,Yes,21:00
2021-09-15,12:00,2,9,Andheri,BKC,41,15,Medium,No,12:00
2020-04-27,06:45,0,4,Vasai,Virar,39,16,Low,Yes,06:45
2022-08-01,07:00,0,8,Thane,Kurla,37,12,Low,No,07:00
2020-06-14,16:00,6,6,Malad,Lower Parel,48,6,Low,Yes,16:00
2020-05-07,14:00,3,5,Thane,Kurla,21,18,Medium,No,14:00
2020-07-30,13:30,3,7,Dadar,Nariman Point,40,21,Medium,Yes,13:30
2022-08-10,22:45,2,8,Malad,Lower Parel,33,5,Low,No,22:45
2022-06-05,06:00,6,6,Powai,Andheri,32,12,Medium,No,06:00
2021-07-10,13:15,5,7,Malad,Lower Parel,17,10,Low,No,13:15
2021-08-25,22:30,2,8,Dadar,Nariman Point,62,10,Low,Yes,22:30
2021-07-07,00:45,2,7,Borivali,Churchgate,33,6,Low,Yes,00:45
2021-12-03,17:00,4,12,Bandra,Worli,92,33,Very High,No,16:00
2020-11-18,05:30,2,11,Thane,Kurla,43,16,Medium,No,05:30
2020-01-27,13:00,0,1,Thane,Kurla,30,9,Medium,No,13:00
2020-02-22,06:15,5,2,Thane,Kurla,28,10,Low,No,06:15
2022-09-27,00:45,1,9,Bandra,Worli,18,3,Low,No,00:45
2020-12-29,17:15,1,12,Andheri,BKC,91,40,High,No,16:15
2021-05-31,01:00,0,5,Andheri,BKC,20,1,Low,No,01:00
2020-04-12,13:45,6,4,Thane,Kurla,16,4,Low,No,13:45
2021-10-17,10:15,6,10,Borivali,Churchgate,59,21,Low,No,10:15
2021-11-12,18:00,4,11,Bandra,Worli,67,40,Very High,No,17:00
2021-12-02,15:45,3,12,Vasai,Virar,35,11,Low,No,15:45
2021-07-15,19:15,3,7,Navi Mumbai,CST,72,39,High,No,18:15
2021-10-31,12:45,6,10,Bandra,Worli,35,11,Medium,No,12:45
2020-07-06,13:00,0,7,Dadar,Nariman Point,62,27,Medium,Yes,13:00
2020-12-15,08:00,1,12,Thane,Kurla,68,20,High,No,07:00
2022-09-16,07:15,4,9,Vasai,Virar,46,21,Medium,Yes,07:15
2021-09-17,09:00,4,9,Thane,Kurla,60,33,Very High,No,08:00
2020-11-30,12:45,0,11,Malad,Lower Parel,41,20,Medium,No,12:45
2020-10-07,09:15,2,10,Powai,Andheri,88,41,Very High,No,08:15
2020-10-10,05:00,5,10,Borivali,Churchgate,28,7,Medium,No,05:00
2020-10-21,01:15,2,10,Powai,Andheri,28,1,Low,No,01:15
2020-05-08,00:30,4,5,Malad,Lower Parel,24,0,Low,No,00:30
2022-07-07,21:00,3,7,Kandivali,Goregaon,43,13,Medium,No,21:00
2020-05-27,08:00,2,5,Malad,Lower Parel,70,30,High,No,07:00
2021-11-10,08:15,2,11,Vasai,Virar,86,27,High,No,07:15
2020-11-18,04:15,2,11,Bandra,Worli,28,5,Low,No,04:15
2021-02-10,01:00,2,2,Powai,Andheri,23,4,Low,No,01:00
2022-04-13,13:45,2,4,Navi Mumbai,CST,46,15,Low,No,13:45
2021-07-05,18:15,0,7,Navi Mumbai,CST,85,49,Very High,No,17:15
2022-07-17,13:00,6,7,Dadar,Nariman Point,16,3,Medium,No,13:00
2020-10-10,12:00,5,10,Bandra,Worli,36,11,Medium,No,12:00
2020-10-11,16:30,6,10,Borivali,Churchgate,39,4,Medium,No,16:30
2022-05-18,06:15,2,5,Navi Mumbai,CST,21,7,Low,No,06:15
2020-09-02,11:45,2,9,Dadar,Nariman Point,32,27,Low,Yes,11:45
2021-11-20,09:00,5,11,Dadar,Nariman Point,46,19,Low,No,09:00
2021-09-27,01:45,0,9,Andheri,BKC,30,0,Low,No,01:45
