parking_lot_name,area,total_capacity,occupied_spots,available_spots,occupancy_percentage,date,time,latitude,longitude,price_per_hour,status
Phoenix Palladium Parking,Lower Parel,800,280,520,35.0,2021-07-23,23:00,18.993684859067212,72.82651068661102,30,Available
Infiniti Mall Parking,Andheri,450,160,290,35.7,2021-10-05,23:45,19.137156538311604,72.83013744764087,80,Available
Thane Station Parking,Thane,300,297,3,99.0,2022-04-10,17:15,19.1860878833415,72.97104554412954,30,Limited
Thane Station Parking,Thane,300,209,91,69.8,2022-01-24,10:15,19.18558611920473,72.96995486007772,60,Available
Thane Station Parking,Thane,300,236,64,78.9,2021-11-07,10:15,19.186686678777185,72.97082363327756,60,Available
Oberoi Mall Parking,Goregaon,600,546,54,91.0,2020-05-19,12:30,19.15353854121691,72.84913646231026,80,Available
Thane Station Parking,Thane,300,235,65,78.5,2020-12-09,14:00,19.18541309077613,72.97112676628859,80,Available
Dadar Station Parking,Dadar,250,9,241,3.8,2021-11-22,05:15,19.017644534930007,72.84777001918847,30,Available
Phoenix Palladium Parking,Lower Parel,800,457,343,57.2,2021-05-30,23:30,18.992809936243173,72.82659189690881,40,Available
Inorbit Mall Parking,Malad,700,269,431,38.6,2021-09-29,16:00,19.172230677598762,72.8479415242378,50,Available
Infiniti Mall Parking,Andheri,450,70,380,15.6,2020-04-04,05:45,19.136826218728018,72.82977458494187,30,Available
Seawoods Grand Central,Navi Mumbai,400,157,243,39.3,2021-09-13,06:45,19.020064341895374,73.01776396953012,40,Available
Seawoods Grand Central,Navi Mumbai,400,11,389,2.9,2021-03-07,04:00,19.019044295337554,73.01640895637843,60,Available
BKC Parking Complex,BKC,500,62,438,12.5,2022-01-21,01:15,19.06001267994793,72.8663355819998,20,Available
Thane Station Parking,Thane,300,216,84,72.1,2021-07-23,12:30,19.18583652856865,72.97080371349658,60,Available
Oberoi Mall Parking,Goregaon,600,82,518,13.8,2020-09-04,02:30,19.153496436317113,72.848945807146,40,Available
Thane Station Parking,Thane,300,36,264,12.1,2020-09-01,02:15,19.18534161789186,72.96974669190345,50,Available
Dadar Station Parking,Dadar,250,167,83,67.0,2020-10-05,14:00,19.018252525132347,72.84763090480304,80,Available
Oberoi Mall Parking,Goregaon,600,295,305,49.3,2021-12-24,07:15,19.1535078634726,72.84958891622676,50,Available
Seawoods Grand Central,Navi Mumbai,400,379,21,95.0,2021-10-26,14:15,19.020216160742237,73.01711458447548,50,Available
Dadar Station Parking,Dadar,250,225,25,90.4,2020-11-22,10:00,19.01779165415097,72.84719175237727,80,Available
Thane Station Parking,Thane,300,228,72,76.0,2022-02-18,19:30,19.186205200421394,72.97004527081381,20,Available
Infiniti Mall Parking,Andheri,450,413,37,92.0,2020-09-18,12:45,19.136783370413053,72.82897537052314,60,Available
Inorbit Mall Parking,Malad,700,81,619,11.6,2021-09-30,02:45,19.172856019747982,72.84854979042485,30,Available
Phoenix Palladium Parking,Lower Parel,800,274,526,34.3,2022-04-13,09:00,18.993636530141863,72.82631903876715,20,Available
BKC Parking Complex,BKC,500,37,463,7.6,2021-01-14,03:30,19.05930676714787,72.86575104590517,60,Available
BKC Parking Complex,BKC,500,53,447,10.7,2022-01-28,03:30,19.05861339895497,72.86496735375638,30,Available
Phoenix Palladium Parking,Lower Parel,800,533,267,66.7,2021-04-24,07:00,18.99449807939792,72.82654960187813,30,Available
R City Mall Parking,Ghatkopar,550,401,149,73.0,2020-12-01,11:00,19.085896107524064,72.90790379205987,80,Available
Seawoods Grand Central,Navi Mumbai,400,189,211,47.3,2022-05-03,23:45,19.01862022128532,73.01615062815418,40,Available
Andheri Metro Parking,Andheri,200,182,18,91.5,2020-10-06,10:45,19.119567565021065,72.84803842071629,30,Available
BKC Parking Complex,BKC,500,186,314,37.4,2021-05-16,16:45,19.05905134434041,72.86629735145634,50,Available
Phoenix Palladium Parking,Lower Parel,800,694,106,86.8,2020-04-27,19:45,18.994013041408763,72.82627226350091,30,Available
Andheri Metro Parking,Andheri,200,10,190,5.3,2021-06-16,04:15,19.118812709493906,72.84875102442878,50,Available
Andheri Metro Parking,Andheri,200,148,52,74.0,2020-09-19,09:45,19.119621969732172,72.84825902511263,40,Available
Infiniti Mall Parking,Andheri,450,375,75,83.5,2020-03-16,13:15,19.13745201464282,72.82992113062095,60,Available
Andheri Metro Parking,Andheri,200,132,68,66.4,2020-01-27,15:30,19.11887957350919,72.8473185209703,50,Available
Oberoi Mall Parking,Goregaon,600,24,576,4.1,2021-11-10,04:45,19.15534129890187,72.84938873719682,20,Available
Seawoods Grand Central,Navi Mumbai,400,37,363,9.3,2020-10-10,00:30,19.018674190214806,73.01595112921659,20,Available
BKC Parking Complex,BKC,500,14,486,2.9,2022-06-12,03:45,19.059061958060624,72.86513378191077,50,Available
BKC Parking Complex,BKC,500,408,92,81.8,2021-01-03,10:00,19.059291003533666,72.86599340331628,80,Available
Andheri Metro Parking,Andheri,200,142,58,71.0,2021-12-05,23:30,19.120083893665562,72.84849981114436,60,Available
Dadar Station Parking,Dadar,250,33,217,13.2,2021-08-28,00:45,19.01832761336128,72.84846690045237,60,Available
Andheri Metro Parking,Andheri,200,27,173,13.8,2021-09-15,01:00,19.119063649549606,72.8481232460157,40,Available
Thane Station Parking,Thane,300,197,103,65.8,2020-01-05,22:15,19.18699834381281,72.97125554651632,40,Available
Dadar Station Parking,Dadar,250,31,219,12.7,2020-03-14,01:45,19.01711064582815,72.848699025946,50,Available
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2020-06-06,18:00,18.992878342481216,72.8270077901574,80,Limited
Andheri Metro Parking,Andheri,200,14,186,7.3,2020-02-22,04:45,19.120417168965137,72.84888027148403,40,Available
R City Mall Parking,Ghatkopar,550,501,49,91.1,2022-09-06,17:45,19.085875484237157,72.90817175289165,20,Available
Oberoi Mall Parking,Goregaon,600,330,270,55.1,2022-03-27,16:45,19.155102200425016,72.85003856565918,40,Available
Inorbit Mall Parking,Malad,700,42,658,6.1,2021-03-10,04:30,19.173146381103983,72.84713079125613,60,Available
BKC Parking Complex,BKC,500,38,462,7.7,2020-06-26,04:30,19.059601628404703,72.86509322647987,30,Available
Andheri Metro Parking,Andheri,200,141,59,70.6,2020-07-17,13:30,19.12033282972162,72.84714498791863,40,Available
Andheri Metro Parking,Andheri,200,86,114,43.3,2020-12-21,08:15,19.118699157361963,72.84820584259992,60,Available
Inorbit Mall Parking,Malad,700,611,89,87.4,2020-03-19,13:00,19.172880658633225,72.84842238544711,20,Available
Dadar Station Parking,Dadar,250,5,245,2.1,2020-06-05,04:30,19.017665824995305,72.84799520761098,20,Available
Seawoods Grand Central,Navi Mumbai,400,316,84,79.0,2020-11-19,10:00,19.01959999053609,73.01644721061493,40,Available
Seawoods Grand Central,Navi Mumbai,400,120,280,30.1,2020-03-06,22:00,19.020388669253414,73.01648275475229,40,Available
Dadar Station Parking,Dadar,250,235,15,94.2,2020-03-24,19:15,19.018009124467877,72.84810444053151,60,Available
BKC Parking Complex,BKC,500,483,17,96.6,2021-03-24,20:15,19.060078548434422,72.86579577540226,30,Available
Seawoods Grand Central,Navi Mumbai,400,300,100,75.0,2020-11-25,11:15,19.018892712949157,73.01694914211349,50,Available
Dadar Station Parking,Dadar,250,23,227,9.5,2021-06-08,05:15,19.017853569385565,72.84796419120593,80,Available
Phoenix Palladium Parking,Lower Parel,800,302,498,37.8,2021-12-31,23:15,18.9944020567182,72.826853289044,30,Available
Phoenix Palladium Parking,Lower Parel,800,316,484,39.6,2021-08-12,07:00,18.99423260838058,72.82632482642556,40,Available
Andheri Metro Parking,Andheri,200,196,4,98.3,2021-02-17,18:00,19.11910129457395,72.84787051083755,50,Limited
Thane Station Parking,Thane,300,199,101,66.6,2022-06-30,14:00,19.185489315287704,72.97010252634966,50,Available
BKC Parking Complex,BKC,500,217,283,43.5,2022-03-23,21:00,19.06001007907059,72.8654345724146,50,Available
Seawoods Grand Central,Navi Mumbai,400,161,239,40.3,2020-05-25,23:00,19.020131385208305,73.01768406972496,80,Available
R City Mall Parking,Ghatkopar,550,492,58,89.6,2020-09-18,18:45,19.084664433392792,72.90891508892881,80,Available
Oberoi Mall Parking,Goregaon,600,407,193,67.8,2020-11-21,06:45,19.15490884339499,72.84885925564716,30,Available
BKC Parking Complex,BKC,500,495,5,99.0,2020-04-11,15:15,19.058867987299035,72.86638383198814,60,Limited
R City Mall Parking,Ghatkopar,550,455,95,82.8,2021-04-26,13:30,19.085649722517022,72.90720084603899,80,Available
Phoenix Palladium Parking,Lower Parel,800,698,102,87.4,2021-11-18,19:15,18.994466342773354,72.82738694788948,50,Available
Andheri Metro Parking,Andheri,200,134,66,67.5,2021-11-17,11:00,19.11908920223308,72.84776776336037,40,Available
BKC Parking Complex,BKC,500,479,21,95.9,2022-09-02,20:15,19.0603458542799,72.86555004830434,20,Available
Seawoods Grand Central,Navi Mumbai,400,362,38,90.7,2020-10-03,18:15,19.019453053829757,73.01766073578969,20,Available
Andheri Metro Parking,Andheri,200,156,44,78.2,2022-05-10,14:00,19.120479850973567,72.84780112519324,50,Available
Infiniti Mall Parking,Andheri,450,364,86,81.0,2020-12-01,20:00,19.13550824610729,72.8288177891122,80,Available
Oberoi Mall Parking,Goregaon,600,563,37,93.8,2020-04-01,19:15,19.15418276404085,72.84895575763227,20,Available
Seawoods Grand Central,Navi Mumbai,400,19,381,5.0,2022-03-24,04:00,19.019742717279996,73.01716428552257,80,Available
Inorbit Mall Parking,Malad,700,693,7,99.0,2021-07-24,18:45,19.173271190276008,72.84853258301591,40,Limited
Oberoi Mall Parking,Goregaon,600,252,348,42.0,2020-09-06,07:45,19.155245418342336,72.84826099919091,60,Available
Seawoods Grand Central,Navi Mumbai,400,141,259,35.4,2020-09-27,22:15,19.019600330709423,73.01746400456506,80,Available
Infiniti Mall Parking,Andheri,450,414,36,92.2,2020-02-03,10:45,19.136474150824753,72.83040240753134,20,Available
Seawoods Grand Central,Navi Mumbai,400,331,69,83.0,2022-04-25,11:15,19.02006740703483,73.016433981502,40,Available
Andheri Metro Parking,Andheri,200,12,188,6.3,2020-11-23,04:30,19.11888894313918,72.84849590720738,30,Available
Dadar Station Parking,Dadar,250,224,26,89.7,2021-06-24,20:00,19.018286384325776,72.84738399929302,60,Available
Andheri Metro Parking,Andheri,200,7,193,3.8,2021-03-26,05:30,19.11913044454723,72.84742387847974,60,Available
Phoenix Palladium Parking,Lower Parel,800,79,721,10.0,2021-07-02,00:15,18.993588805019694,72.82665748747742,20,Available
Phoenix Palladium Parking,Lower Parel,800,339,461,42.4,2022-05-31,09:15,18.9925752521083,72.82692987922026,20,Available
Seawoods Grand Central,Navi Mumbai,400,303,97,75.9,2020-01-02,10:15,19.01905577005557,73.0166873781478,60,Available
Phoenix Palladium Parking,Lower Parel,800,457,343,57.1,2020-07-03,21:15,18.99373186245166,72.82542359728349,50,Available
R City Mall Parking,Ghatkopar,550,477,73,86.9,2021-11-27,15:00,19.086373559579368,72.90712815975355,40,Available
Phoenix Palladium Parking,Lower Parel,800,584,216,73.0,2020-07-05,16:45,18.993442709348408,72.82571590872149,50,Available
Oberoi Mall Parking,Goregaon,600,90,510,15.0,2022-05-14,00:00,19.154099460360378,72.84956365242984,60,Available
R City Mall Parking,Ghatkopar,550,492,58,89.6,2020-08-30,12:45,19.085674798260527,72.90711537706439,60,Available
BKC Parking Complex,BKC,500,495,5,99.0,2020-03-08,10:00,19.059061655002786,72.86467884941256,40,Limited
Andheri Metro Parking,Andheri,200,98,102,49.2,2022-01-23,16:15,19.12056198502197,72.84786705745833,80,Available
Inorbit Mall Parking,Malad,700,616,84,88.0,2021-01-30,17:45,19.172065399184458,72.84826542041016,50,Available
BKC Parking Complex,BKC,500,393,107,78.7,2021-12-21,20:45,19.05907190642848,72.86636232771077,60,Available
Inorbit Mall Parking,Malad,700,693,7,99.0,2021-10-30,19:15,19.17180413337846,72.84887356636702,30,Limited
Inorbit Mall Parking,Malad,700,553,147,79.0,2020-01-08,11:00,19.172002871962917,72.84710055987256,40,Available
Seawoods Grand Central,Navi Mumbai,400,48,352,12.1,2020-03-21,02:15,19.0188553589554,73.01710730032215,30,Available
Infiniti Mall Parking,Andheri,450,387,63,86.2,2022-01-27,10:15,19.137350340775672,72.82867985385208,80,Available
Oberoi Mall Parking,Goregaon,600,467,133,77.9,2021-05-03,14:45,19.154599261155774,72.84886992368918,60,Available
Dadar Station Parking,Dadar,250,30,220,12.1,2021-12-10,03:00,19.017950439966413,72.8470428754521,30,Available
Phoenix Palladium Parking,Lower Parel,800,401,399,50.2,2020-01-10,09:15,18.994192778668488,72.82650536813868,50,Available
Phoenix Palladium Parking,Lower Parel,800,98,702,12.3,2021-10-27,04:00,18.992993480766017,72.82554672614299,80,Available
Dadar Station Parking,Dadar,250,247,3,99.0,2021-08-29,18:00,19.01843553205033,72.84775329148248,20,Limited
Infiniti Mall Parking,Andheri,450,291,159,64.7,2021-04-02,06:00,19.13604115169314,72.82998245939974,50,Available
Andheri Metro Parking,Andheri,200,70,130,35.2,2021-06-22,08:00,19.118886425058964,72.84795830324835,80,Available
Seawoods Grand Central,Navi Mumbai,400,352,48,88.0,2021-06-11,19:45,19.01965699532542,73.01711434072517,20,Available
Seawoods Grand Central,Navi Mumbai,400,380,20,95.1,2021-12-08,17:15,19.018755044405097,73.01629480628877,20,Available
Thane Station Parking,Thane,300,190,110,63.4,2022-01-04,09:45,19.18666141953127,72.96960987146595,20,Available
Infiniti Mall Parking,Andheri,450,346,104,77.0,2022-08-08,18:00,19.13639531486379,72.83045681380638,20,Available
BKC Parking Complex,BKC,500,55,445,11.1,2022-07-26,04:45,19.059798144289275,72.86522368710578,20,Available
BKC Parking Complex,BKC,500,342,158,68.4,2021-02-27,21:30,19.060341846374907,72.86494795239511,20,Available
BKC Parking Complex,BKC,500,212,288,42.6,2021-03-20,07:00,19.05960750064138,72.86467813279933,50,Available
Thane Station Parking,Thane,300,291,9,97.1,2020-09-03,20:45,19.187294875010846,72.97142251590759,80,Limited
Inorbit Mall Parking,Malad,700,637,63,91.1,2022-07-14,19:00,19.17328888555372,72.84812495003375,80,Available
R City Mall Parking,Ghatkopar,550,446,104,81.1,2021-03-29,12:30,19.08557042383823,72.90877503630175,80,Available
Thane Station Parking,Thane,300,225,75,75.1,2022-07-13,17:45,19.18652414844299,72.97015790882801,80,Available
Oberoi Mall Parking,Goregaon,600,459,141,76.6,2020-08-24,20:30,19.15502597255098,72.84849428357853,40,Available
Dadar Station Parking,Dadar,250,100,150,40.3,2021-10-31,08:45,19.017013171342136,72.8484893760305,20,Available
Phoenix Palladium Parking,Lower Parel,800,750,50,93.8,2021-07-13,13:15,18.993143955455118,72.82637765555522,40,Available
Infiniti Mall Parking,Andheri,450,23,427,5.3,2021-12-20,01:00,19.136497059914994,72.82944274442454,30,Available
Seawoods Grand Central,Navi Mumbai,400,202,198,50.6,2021-09-10,07:30,19.01932949854834,73.01698044813821,20,Available
Oberoi Mall Parking,Goregaon,600,555,45,92.5,2020-05-31,12:15,19.154399532394812,72.8497154014468,80,Available
Inorbit Mall Parking,Malad,700,550,150,78.6,2020-03-08,11:15,19.171979579332675,72.84751193516804,30,Available
Oberoi Mall Parking,Goregaon,600,220,380,36.7,2022-01-09,22:00,19.154605959613885,72.84823927590442,50,Available
Oberoi Mall Parking,Goregaon,600,277,323,46.2,2022-05-29,23:15,19.15510418713657,72.848128092237,20,Available
Thane Station Parking,Thane,300,151,149,50.5,2022-07-17,08:00,19.185490047237998,72.96967388380881,60,Available
Dadar Station Parking,Dadar,250,28,222,11.5,2022-07-27,05:15,19.018008260304494,72.84805823125566,30,Available
BKC Parking Complex,BKC,500,61,439,12.3,2022-06-23,00:15,19.060264774512138,72.86556720693895,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2022-06-12,10:45,19.15483941192761,72.84957683586582,60,Limited
Phoenix Palladium Parking,Lower Parel,800,427,373,53.5,2021-05-17,07:15,18.994219819426217,72.82630369934166,60,Available
Inorbit Mall Parking,Malad,700,691,9,98.8,2020-08-02,18:45,19.173116741951905,72.847185231344,50,Limited
Inorbit Mall Parking,Malad,700,535,165,76.6,2020-07-20,13:45,19.172702856792448,72.84859396144316,40,Available
Phoenix Palladium Parking,Lower Parel,800,252,548,31.6,2022-01-19,08:30,18.993818653102178,72.82715772855072,60,Available
Dadar Station Parking,Dadar,250,230,20,92.4,2021-06-13,14:30,19.01712885998036,72.84759764823619,40,Available
R City Mall Parking,Ghatkopar,550,518,32,94.3,2020-10-01,11:30,19.08554783669756,72.90775792557982,80,Available
Andheri Metro Parking,Andheri,200,64,136,32.4,2021-02-18,22:15,19.119437022296044,72.84807357147632,20,Available
Thane Station Parking,Thane,300,38,262,12.7,2022-09-20,03:30,19.18684007881821,72.97061236305248,40,Available
Andheri Metro Parking,Andheri,200,100,100,50.1,2021-12-30,22:45,19.119164327048896,72.84854918342677,50,Available
Seawoods Grand Central,Navi Mumbai,400,385,15,96.4,2020-08-10,19:30,19.018757437146235,73.01768147103382,20,Available
Phoenix Palladium Parking,Lower Parel,800,39,761,5.0,2021-04-04,00:45,18.99289718242673,72.8269264239078,50,Available
R City Mall Parking,Ghatkopar,550,493,57,89.7,2020-05-04,15:45,19.08497131664674,72.90904599785668,30,Available
R City Mall Parking,Ghatkopar,550,345,205,62.9,2022-02-28,09:00,19.086345180090074,72.90896147811124,60,Available
Thane Station Parking,Thane,300,248,52,83.0,2020-03-04,15:15,19.186598788559344,72.97087811178262,80,Available
Inorbit Mall Parking,Malad,700,66,634,9.5,2022-07-27,02:30,19.172455456982217,72.84822241944939,40,Available
Thane Station Parking,Thane,300,204,96,68.3,2021-12-25,09:30,19.186353678046174,72.97153009276222,60,Available
Oberoi Mall Parking,Goregaon,600,318,282,53.2,2020-05-10,16:45,19.154201174569412,72.84880357217314,30,Available
Dadar Station Parking,Dadar,250,77,173,31.2,2021-12-15,16:45,19.018050097943547,72.84702186910897,20,Available
Phoenix Palladium Parking,Lower Parel,800,499,301,62.4,2020-11-17,09:00,18.992561532072394,72.82566941003161,40,Available
Inorbit Mall Parking,Malad,700,56,644,8.0,2022-05-10,01:15,19.171821092406066,72.84838192748275,40,Available
Infiniti Mall Parking,Andheri,450,261,189,58.1,2022-05-29,06:15,19.136050371362675,72.82943734846462,80,Available
Andheri Metro Parking,Andheri,200,140,60,70.5,2020-06-03,15:30,19.119827999171264,72.84877555372076,50,Available
Thane Station Parking,Thane,300,146,154,48.9,2021-03-30,09:45,19.185994544729716,72.97001197581857,30,Available
Thane Station Parking,Thane,300,22,278,7.5,2021-11-30,00:15,19.18594299012631,72.97087738033346,80,Available
Infiniti Mall Parking,Andheri,450,38,412,8.6,2021-03-02,03:15,19.136530879742814,72.82931462666404,80,Available
Infiniti Mall Parking,Andheri,450,370,80,82.3,2020-05-11,12:30,19.13572299936704,72.83036929285348,60,Available
Oberoi Mall Parking,Goregaon,600,30,570,5.1,2020-08-31,00:30,19.15448530150535,72.84814781704753,40,Available
Phoenix Palladium Parking,Lower Parel,800,108,692,13.6,2021-01-15,01:15,18.994369035652177,72.82662160656675,50,Available
